_DATE,_NAME,MATCHGAME,PRE_DIFF_FORM,PRE_DIFF_GS,PRE_DIFF_GC,PRE_DIFF_ATTACK_STRENGTH,PRE_DIFF_DEFENCE_STRENGTH,PRE_DIFF_PTS,_SEASON,_LEAGUE,_description,_OUTPUT,averageAgeDiff,shotTotalDiff,shotOnGoalDiff,passTotalDiff,passLongDiff,passSuccessDiff,passForwardDiff,passBackwardDiff,passTargetFinalThirdDiff,passTargetMiddleThirdDiff,passTargetDefensiveThirdDiff,cornerFavourDiff,cornerAgainstDiff,foulReceivedDiff,foulCommitedDiff,assistShotDiff,assistShotIntentionalDiff,assistShotIntentionalGoalDiff,crossFavourTotalDiff,crossFavourSuccessDiff,crossAgainstTotalDiff,offsideCommittedDiff,offsideReceivedDiff,possessionAttackDiff,possessionTotalDiff,possessionDefenceDiff,interceptionDiff,cardYellowDiff,cardRedDiff,tackleTotalDiff,tackleSuccessDiff,dribbleTotalDiff,dribbleSuccessDiff,goalDiff
Fri. 26 Dec.,Swansea City v Aston Villa,18,0.12903225806451618,11.0,-2.0,0.24830699774266365,-0.04514672686230248,5.0,2014..2015,eng,Swansea v Aston Villa,0,0.3999999999999986,1,1,-69,13,-67,-31,-35,31,-54,-41,2,-2,-1,1,2,1,0,3,-1,0,1,0,11,-70,-81,5,0,0,-10,-10,4,0,1
Sat. 10 Jan.,Swansea City v West Ham Utd,21,0.11290322580645162,-6.0,0.0,-0.11428571428571432,0.0,-3.0,2014..2015,eng,Swansea v West Ham,1,-0.9000000000000021,7,8,93,-12,93,55,41,2,82,12,2,-2,0,0,4,3,0,2,2,0,1,0,67,94,27,-2,0,0,-3,0,9,3,-1
Sat. 17 Jan.,Swansea City v Chelsea,22,-0.19354838709677413,-20.0,6.0,-0.36764705882352944,0.11029411764705882,-19.0,2014..2015,eng,Swansea v Chelsea,2,0.0,-6,0,-28,-8,-15,-12,-16,-78,-1,49,0,0,-1,1,-6,-6,-2,0,0,0,-2,0,-102,-17,85,5,0,0,4,1,-1,-3,-4
Sat. 7 Feb.,Swansea City v Sunderland,24,0.08064516129032262,6.0,-3.0,0.10050251256281417,-0.05025125628140692,10.0,2014..2015,eng,Swansea v Sunderland,1,-2.1000000000000014,5,4,46,-9,57,37,12,12,32,7,2,-2,0,0,4,3,0,6,2,0,-1,0,31,64,33,9,2,0,0,-1,5,-1,-1
Sat. 21 Feb.,Swansea City v Manchester Utd,26,-0.5645161290322581,-15.0,9.0,-0.2332814930015552,0.1399688958009332,-13.0,2014..2015,eng,Swansea v Man Utd,0,1.5,0,2,-77,5,-102,-34,-43,-56,-17,-4,2,-2,7,-7,1,3,0,-6,2,0,2,0,-84,-108,-24,-11,-1,0,2,-2,-4,-4,0
Mon. 16 Mar.,Swansea City v Liverpool,29,-0.5806451612903226,-9.0,7.0,-0.12569832402234632,0.09776536312849166,-11.0,2014..2015,eng,Swansea v Liverpool,2,0.7999999999999972,0,2,79,2,74,59,31,33,75,-18,1,-1,6,-6,-1,2,0,7,4,0,1,0,89,79,-10,4,-2,0,-7,-7,6,0,0
Sat. 4 Apr.,Swansea City v Hull City,31,0.3870967741935484,6.0,-2.0,0.07802340702210664,-0.026007802340702213,15.0,2014..2015,eng,Swansea v Hull,0,-1.3000000000000007,1,0,104,-9,103,53,43,14,61,23,-1,1,4,-4,-1,0,0,-4,1,0,0,0,53,95,42,-3,0,0,2,-1,1,-3,2
Sat. 11 Apr.,Swansea City v Everton,32,-0.09677419354838712,-2.0,-3.0,-0.025062656641603953,-0.03759398496240601,9.0,2014..2015,eng,Swansea v Everton,1,-0.8999999999999986,0,0,24,4,20,9,12,-8,41,-14,-2,2,-1,1,-1,1,-1,-3,2,0,1,0,8,33,25,-3,-1,0,-1,3,3,4,-1
Sat. 2 May.,Swansea City v Stoke City,35,0.09677419354838701,2.0,2.0,0.023014959723820505,0.02301495972382045,3.0,2014..2015,eng,Swansea v Stoke,0,-2.3000000000000007,0,0,-50,-7,-48,-13,-39,-24,-27,0,-1,1,5,-5,0,2,0,-2,2,0,1,0,-19,-33,-14,6,0,0,-10,-6,10,4,0
Sun. 17 May.,Swansea City v Manchester City,37,-0.048387096774193616,-33.0,8.0,-0.3602620087336244,0.08733624454148475,-17.0,2014..2015,eng,Swansea v Man City,2,-2.8000000000000007,-4,-2,18,3,21,2,14,-50,24,40,0,0,-3,3,-3,1,0,-1,3,0,-2,0,-40,32,72,7,0,0,-6,-5,7,1,-1
Sun. 24 Aug.,Tottenham v QP Rangers,2,1.0,1.0,-1.0,0.3846153846153846,-0.3846153846153846,3.0,2014..2015,eng,Tottenham v QPR,0,-2.5,8,5,224,5,232,117,113,62,125,46,3,-3,-3,3,8,5,3,13,3,0,-2,0,130,235,105,0,0,0,-10,-5,8,5,3
Sun. 31 Aug.,Tottenham v Liverpool,3,0.6666666666666667,2.0,-4.0,0.40816326530612257,-0.8163265306122448,3.0,2014..2015,eng,Tottenham v Liverpool,2,0.0,-4,-1,14,2,22,5,12,-20,50,-13,3,-3,-2,2,-2,-1,-1,1,-2,0,2,0,27,11,-16,3,-2,0,-3,-4,3,-1,-1
Sun. 21 Sep.,Tottenham v West Bromwich,5,0.3666666666666667,5.0,-2.0,0.4504504504504504,-0.18018018018018017,5.0,2014..2015,eng,Tottenham v West Brom,2,-2.1999999999999993,-2,-2,125,7,124,98,42,27,72,42,-2,2,-4,4,-1,-1,0,12,0,0,-2,0,57,139,82,4,0,0,-9,-3,8,6,0
Sun. 5 Oct.,Tottenham v Southampton,7,-0.6290322580645161,-3.0,3.0,-0.17751479289940825,0.17751479289940833,-5.0,2014..2015,eng,Tottenham v Southampton,0,-0.20000000000000284,2,0,-10,-1,-7,8,-9,13,7,-17,4,-4,0,0,4,2,1,6,1,0,2,0,25,0,-25,5,0,0,-11,-6,8,5,1
Sun. 26 Oct.,Tottenham v Newcastle Utd,9,-0.3387096774193548,2.0,-3.0,0.0847457627118644,-0.1271186440677966,4.0,2014..2015,eng,Tottenham v Newcastle,2,0.3000000000000007,5,2,160,8,152,97,67,61,91,13,2,-2,0,0,5,2,1,5,4,0,-1,0,119,155,36,-8,-1,0,4,5,0,1,1
Sun. 9 Nov.,Tottenham v Stoke City,11,0.1774193548387097,3.0,2.0,0.1071428571428572,0.0714285714285714,2.0,2014..2015,eng,Tottenham v Stoke,2,-2.3000000000000007,0,1,60,3,54,33,29,23,39,0,0,0,-2,2,0,-1,-1,4,1,0,-1,0,34,54,20,5,-1,0,0,-1,-5,-1,-2
Sun. 30 Nov.,Tottenham v Everton,13,-0.16129032258064513,-6.0,-2.0,-0.18461538461538457,-0.06153846153846143,0.0,2014..2015,eng,Tottenham v Everton,0,-3.400000000000002,2,1,-93,-24,-90,-35,-52,-25,-21,-41,0,0,-4,4,2,1,1,4,1,0,-1,0,-37,-91,-54,7,-1,0,2,-1,-6,-3,1
Sat. 6 Dec.,Tottenham v Crystal Palace,15,0.16129032258064518,0.0,-2.0,0.0,-0.053763440860215006,7.0,2014..2015,eng,Tottenham v Crystal Palace,1,-3.0,0,-1,157,-2,153,88,60,17,95,38,-6,6,0,0,3,2,0,-6,2,0,1,0,44,152,108,4,0,0,1,1,-8,0,0
Sat. 20 Dec.,Tottenham v Burnley,17,0.09677419354838712,9.0,-2.0,0.2158273381294964,-0.04796163069544368,9.0,2014..2015,eng,Tottenham v Burnley,0,-2.200000000000003,9,3,176,6,165,101,78,66,84,29,0,0,4,-4,6,0,1,-1,-1,0,-2,0,97,176,79,-5,1,0,6,8,2,2,1
Sun. 28 Dec.,Tottenham v Manchester Utd,19,0.06451612903225801,-9.0,5.0,-0.1914893617021276,0.10638297872340419,-5.0,2014..2015,eng,Tottenham v Man Utd,1,-1.0,-2,-3,-35,-16,-30,-20,-23,-12,-12,-21,-4,4,2,-2,-1,-3,0,-7,-1,0,-4,0,-42,-29,13,1,2,0,2,3,5,1,0
Thu. 1 Jan.,Tottenham v Chelsea,20,0.016129032258064502,-17.0,10.0,-0.3455284552845529,0.2032520325203252,-15.0,2014..2015,eng,Tottenham v Chelsea,0,-2.099999999999998,-1,0,-31,-6,-18,-16,-16,-31,1,-4,3,-3,1,-1,-1,0,0,4,2,0,1,0,-8,-11,-3,10,0,0,-6,-5,6,1,2
Sat. 17 Jan.,Tottenham v Sunderland,22,0.32258064516129037,12.0,-2.0,0.2205882352941177,-0.03676470588235292,14.0,2014..2015,eng,Tottenham v Sunderland,0,-2.3000000000000007,5,6,111,-7,110,81,39,81,47,-7,2,-2,-6,6,2,-2,0,11,-1,0,-4,0,155,107,-48,0,1,0,-5,-1,6,4,-2
Sat. 7 Feb.,Tottenham v Arsenal,24,-0.08064516129032251,-9.0,5.0,-0.1507537688442211,0.0837520938023451,-2.0,2014..2015,eng,Tottenham v Arsenal,0,-1.5,9,5,119,-11,116,72,61,67,67,-1,7,-7,-1,1,9,-1,0,8,0,0,0,0,115,105,-10,-4,-1,0,-4,-4,-1,0,-1
Sun. 22 Feb.,Tottenham v West Ham Utd,26,-0.016129032258064502,3.0,6.0,0.046656298600311175,0.09331259720062213,5.0,2014..2015,eng,Tottenham v West Ham,1,-3.6999999999999993,1,0,120,3,115,77,34,-17,86,42,-3,3,6,-6,1,0,-1,-6,-2,0,-4,0,19,115,96,-3,-1,0,3,5,-2,2,-1
Wed. 4 Mar.,Tottenham v Swansea City,28,-0.09677419354838712,12.0,3.0,0.17291066282420747,0.04322766570605191,7.0,2014..2015,eng,Tottenham v Swansea,0,-2.799999999999997,9,9,81,-18,81,80,24,70,45,-7,4,-4,-5,5,9,1,0,20,2,0,-3,0,115,78,-37,1,0,0,3,4,-3,1,0
Sat. 21 Mar.,Tottenham v Leicester City,30,0.12903225806451613,21.0,-5.0,0.2845528455284554,-0.0677506775067751,31.0,2014..2015,eng,Tottenham v Leicester,0,-4.400000000000002,-3,-2,203,3,200,117,77,-10,150,56,0,0,1,-1,-5,-3,-1,-3,-2,0,-1,0,66,203,137,-4,1,0,-4,-3,2,1,1
Sat. 11 Apr.,Tottenham v Aston Villa,32,0.41935483870967744,30.0,3.0,0.37593984962406013,0.03759398496240607,26.0,2014..2015,eng,Tottenham v Aston Villa,2,-1.6000000000000014,2,1,65,-3,65,35,26,-8,37,34,3,-3,-1,1,1,0,-1,1,-2,0,2,0,29,82,53,-2,0,0,-19,-9,16,10,-1
Sun. 3 May.,Tottenham v Manchester City,35,-0.22580645161290314,-15.0,13.0,-0.17261219792865357,0.14959723820483317,-9.0,2014..2015,eng,Tottenham v Man City,2,-3.8999999999999986,6,3,85,5,84,61,40,19,70,12,2,-2,2,-2,6,6,-1,6,5,0,0,0,53,82,29,-10,1,0,4,2,3,-2,-1
Sat. 16 May.,Tottenham v Hull City,37,-0.06451612903225806,22.0,4.0,0.24017467248908297,0.04366812227074235,24.0,2014..2015,eng,Tottenham v Hull,0,-3.5,1,1,136,-2,131,85,57,39,101,2,2,-2,2,-2,1,0,0,-2,-2,0,-3,0,117,131,14,-1,1,0,-9,-7,5,2,0
Sat. 16 Aug.,West Bromwich v Sunderland,1,0,0,0,0,0,0,2014..2015,eng,West Brom v Sunderland,1,0.1999999999999993,4,1,112,6,108,65,60,92,44,-11,4,-4,-6,6,4,0,0,9,-1,0,0,0,158,90,-68,-8,2,0,-7,-7,0,0,0
Sat. 13 Sep.,West Bromwich v Everton,4,0.0,-5.0,-5.0,-0.6172839506172839,-0.6172839506172839,0.0,2014..2015,eng,West Brom v Everton,2,0.5999999999999979,3,4,-48,-5,-42,-5,-15,31,0,-51,6,-6,-2,2,0,1,0,20,4,0,-1,0,37,-50,-87,9,1,0,4,3,-6,-1,-1
Sun. 28 Sep.,West Bromwich v Burnley,6,0.11290322580645168,2.0,3.0,0.13986013986013984,0.20979020979020974,2.0,2014..2015,eng,West Brom v Burnley,0,0.6999999999999993,8,4,163,-10,160,76,99,88,86,5,8,-8,-1,1,7,2,2,13,4,0,-1,0,143,165,22,7,0,0,-6,-1,7,5,2
Mon. 20 Oct.,West Bromwich v Manchester Utd,8,-0.467741935483871,-5.0,-1.0,-0.2551020408163266,-0.05102040816326525,-3.0,2014..2015,eng,West Brom v Man Utd,1,1.3000000000000007,0,-3,-92,0,-86,-74,-33,-40,-73,6,-4,4,2,-2,0,0,1,-9,-2,0,0,0,-131,-84,47,1,1,0,-2,-4,0,-2,1
Sat. 25 Oct.,West Bromwich v Crystal Palace,9,0.24193548387096772,-1.0,-3.0,-0.0423728813559322,-0.1271186440677966,1.0,2014..2015,eng,West Brom v Crystal Palace,1,0.29999999999999716,-1,-2,174,-7,174,98,81,42,99,38,2,-2,-6,6,0,-1,0,5,-3,0,0,0,113,173,60,-3,1,0,-4,-5,-7,-1,-2
Sun. 9 Nov.,West Bromwich v Newcastle Utd,11,-0.19354838709677413,2.0,-2.0,0.07142857142857145,-0.07142857142857134,0.0,2014..2015,eng,West Brom v Newcastle,2,2.6999999999999993,2,3,30,4,40,-1,29,-13,39,-2,2,-2,-5,5,3,1,-1,0,-2,0,0,0,12,27,15,-1,0,0,4,2,-8,-2,-1
Sat. 29 Nov.,West Bromwich v Arsenal,13,-0.03225806451612903,-7.0,2.0,-0.21538461538461545,0.0615384615384616,-4.0,2014..2015,eng,West Brom v Arsenal,2,2.599999999999998,-8,-6,3,21,-16,-8,22,0,26,-14,1,-1,-1,1,-6,-4,0,5,-1,0,1,0,-6,-13,-7,-9,0,0,7,3,-6,-4,0
Tue. 2 Dec.,West Bromwich v West Ham Utd,14,-0.564516129032258,-8.0,2.0,-0.23121387283237,0.0578034682080924,-8.0,2014..2015,eng,West Brom v West Ham,2,-0.09999999999999787,-3,-4,-41,2,-48,-29,-8,-10,-24,-4,0,0,4,-4,2,1,0,-2,2,0,0,0,-60,-49,11,-4,0,0,-2,0,4,2,-1
Sat. 13 Dec.,West Bromwich v Aston Villa,16,-0.6290322580645161,4.0,1.0,0.10178117048346053,0.0254452926208652,-5.0,2014..2015,eng,West Brom v Aston Villa,0,1.4000000000000021,3,0,-89,-21,-78,-34,-51,30,-55,-60,-1,1,-3,3,3,2,0,4,-2,0,0,0,14,-88,-102,4,0,-1,-3,-2,2,1,0
Fri. 26 Dec.,West Bromwich v Manchester City,18,-0.6774193548387097,-19.0,9.0,-0.4288939051918736,0.20316027088036126,-22.0,2014..2015,eng,West Brom v Man City,2,-0.9000000000000021,-1,1,-97,6,-102,-55,-36,-12,-62,-17,4,-4,0,0,-1,0,-1,6,0,0,1,0,-23,-99,-76,3,0,0,5,3,1,-2,-3
Sat. 10 Jan.,West Bromwich v Hull City,21,-0.3548387096774193,-1.0,3.0,-0.019047619047619035,0.05714285714285716,-1.0,2014..2015,eng,West Brom v Hull,0,0.3999999999999986,-3,-1,-13,0,-25,-2,-3,12,-41,20,0,0,2,-2,-1,0,0,-7,-2,0,1,0,-17,-39,-22,-1,1,0,3,3,0,0,0
Sat. 31 Jan.,West Bromwich v Tottenham,23,-0.12903225806451613,-12.0,-1.0,-0.21052631578947378,-0.01754385964912275,-15.0,2014..2015,eng,West Brom v Tottenham,2,2.5,3,4,-164,3,-160,-76,-69,19,-137,-28,3,-3,3,-3,5,5,0,9,4,0,1,0,-78,-173,-95,1,0,0,4,4,-4,0,-2
Wed. 11 Feb.,West Bromwich v Swansea City,25,-0.16129032258064524,-6.0,3.0,-0.09724473257698546,0.0486223662884927,-11.0,2014..2015,eng,West Brom v Swansea,0,1.9000000000000021,3,3,-136,-2,-134,-61,-71,1,-114,-19,0,0,2,-2,2,1,0,1,1,0,-1,0,-66,-128,-62,6,1,0,-1,4,5,5,0
Sat. 28 Feb.,West Bromwich v Southampton,27,0.3064516129032258,-14.0,15.0,-0.20833333333333331,0.2232142857142857,-19.0,2014..2015,eng,West Brom v Southampton,0,2.5,-2,3,-109,5,-104,-81,-33,-32,-66,-16,1,-1,4,-4,-2,1,0,-1,-1,0,0,0,-74,-110,-36,5,-1,0,0,-3,-1,-3,1
Sat. 14 Mar.,West Bromwich v Stoke City,29,-0.5161290322580645,-7.0,2.0,-0.0977653631284916,0.027932960893854775,-12.0,2014..2015,eng,West Brom v Stoke,0,1.0999999999999979,4,2,-19,-7,-10,-11,-3,24,-28,-9,2,-2,-1,1,4,3,1,7,3,0,-1,0,14,-9,-23,2,0,0,-9,-8,1,1,1
Sat. 4 Apr.,West Bromwich v QP Rangers,31,0.3387096774193548,-4.0,-15.0,-0.05201560468140448,-0.1950585175552665,11.0,2014..2015,eng,West Brom v QPR,2,0.9000000000000021,2,0,32,-5,27,20,25,79,-17,-14,-1,1,2,-2,3,5,0,8,5,0,1,0,54,26,-28,0,0,0,-5,-5,2,0,-3
Sat. 11 Apr.,West Bromwich v Leicester City,32,-0.4193548387096775,-2.0,-9.0,-0.025062656641604064,-0.11278195488721798,11.0,2014..2015,eng,West Brom v Leicester,2,-0.6000000000000014,0,1,0,10,-1,-8,5,1,8,-12,-1,1,-4,4,-1,-1,0,-2,0,0,-1,0,-1,-6,-5,0,0,0,-6,-9,-1,-3,1
Sat. 25 Apr.,West Bromwich v Liverpool,34,0.2580645161290322,-15.0,9.0,-0.17709563164108622,0.10625737898465176,-21.0,2014..2015,eng,West Brom v Liverpool,1,2.5,-5,-3,-268,5,-266,-153,-125,-67,-150,-62,-3,3,1,-1,-3,1,0,-6,0,0,1,0,-167,-263,-96,8,0,0,21,15,-12,-6,0
Mon. 18 May.,West Bromwich v Chelsea,37,-0.032258064516129004,-36.0,19.0,-0.3930131004366812,0.20742358078602618,-43.0,2014..2015,eng,West Brom v Chelsea,0,2.6000000000000014,-2,-3,-79,3,-78,-38,-41,-74,-15,9,-1,1,3,-3,1,0,0,2,2,0,1,0,-101,-73,28,3,1,-1,9,6,-6,-3,1
Sat. 16 Aug.,West Ham Utd v Tottenham,1,0,0,0,0,0,0,2014..2015,eng,West Ham v Tottenham,2,1.6999999999999993,9,3,-48,4,-30,-31,-6,29,-55,-10,4,-4,1,-1,7,7,0,12,10,0,0,0,2,-18,-20,4,0,-1,1,-2,-1,-3,0
Sat. 30 Aug.,West Ham Utd v Southampton,3,0.3333333333333333,2.0,0.0,0.40816326530612235,0.0,2.0,2014..2015,eng,West Ham v Southampton,2,0.8000000000000007,-3,0,-111,4,-114,-78,-41,-43,-84,8,-2,2,1,-1,-5,-2,0,-11,-2,0,0,0,-104,-111,-7,3,0,0,6,7,-4,1,0
Sat. 20 Sep.,West Ham Utd v Liverpool,5,0.06666666666666671,0.0,2.0,0.0,0.18018018018018017,-2.0,2014..2015,eng,West Ham v Liverpool,0,1.6000000000000014,7,4,-49,-14,-47,-19,-11,51,-33,-48,5,-5,-2,2,6,2,1,8,3,0,0,0,75,-48,-123,0,2,0,-10,-6,8,4,1
Sun. 5 Oct.,West Ham Utd v QP Rangers,7,0.16129032258064518,6.0,-3.0,0.3550295857988166,-0.1775147928994082,3.0,2014..2015,eng,West Ham v QPR,0,-1.0999999999999979,3,1,-7,-6,1,-9,22,34,-29,10,3,-3,3,-3,1,1,0,10,1,0,1,0,21,-8,-29,3,-1,0,-2,-5,2,-3,-1
Sat. 25 Oct.,West Ham Utd v Manchester City,9,-0.09677419354838712,-3.0,3.0,-0.1271186440677966,0.1271186440677966,-4.0,2014..2015,eng,West Ham v Man City,0,-1.2000000000000028,-2,-1,-134,6,-122,-77,-55,-2,-97,-35,-1,1,-3,3,-1,-1,1,3,-5,0,-1,0,-24,-139,-115,6,0,0,3,0,-4,-3,1
Sat. 8 Nov.,West Ham Utd v Aston Villa,11,0.7096774193548387,14.0,-2.0,0.5,-0.07142857142857151,7.0,2014..2015,eng,West Ham v Aston Villa,1,0.09999999999999787,1,1,73,4,69,39,48,32,48,8,8,-8,2,-2,4,5,0,11,3,0,4,0,43,66,23,-7,0,0,-3,-2,3,1,0
Sat. 29 Nov.,West Ham Utd v Newcastle Utd,13,-0.7096774193548387,6.0,1.0,0.18461538461538463,0.03076923076923077,-1.0,2014..2015,eng,West Ham v Newcastle,0,3.6999999999999993,0,2,-23,-5,-24,-8,-8,10,-21,-5,0,0,6,-6,-1,-1,0,4,1,0,0,0,5,-35,-40,-9,-1,0,4,2,-8,-2,0
Sun. 7 Dec.,West Ham Utd v Swansea City,15,0.09677419354838712,4.0,3.0,0.10752688172043012,0.08064516129032256,2.0,2014..2015,eng,West Ham v Swansea,0,0.8999999999999986,4,4,67,12,60,51,35,78,21,-13,4,-4,6,-6,3,4,0,15,7,0,1,0,111,58,-53,-5,0,0,-3,-4,0,-1,0
Sat. 20 Dec.,West Ham Utd v Leicester City,17,0.6935483870967742,12.0,-8.0,0.28776978417266186,-0.1918465227817746,18.0,2014..2015,eng,West Ham v Leicester,0,0.5999999999999979,5,0,33,7,35,6,33,3,18,19,4,-4,5,-5,2,3,0,1,1,0,0,0,0,28,28,-10,-2,0,-1,-2,-1,-1,1
Sun. 28 Dec.,West Ham Utd v Arsenal,19,-0.3870967741935483,-3.0,-1.0,-0.06382978723404253,-0.021276595744680826,1.0,2014..2015,eng,West Ham v Arsenal,2,2.8999999999999986,0,-1,32,14,37,17,19,33,3,0,-1,1,-2,2,-2,-1,-1,7,1,0,0,0,56,24,-32,-2,1,0,-3,-7,-1,-4,-2
Thu. 1 Jan.,West Ham Utd v West Bromwich,20,0.11290322580645161,12.0,-5.0,0.24390243902439024,-0.1016260162601626,14.0,2014..2015,eng,West Ham v West Brom,1,0.1999999999999993,-4,-1,-55,0,-60,-27,-19,-10,-41,6,0,0,1,-1,-3,-1,0,0,1,0,4,0,-54,-54,0,2,1,0,-3,1,6,4,0
Sun. 18 Jan.,West Ham Utd v Hull City,22,0.09677419354838712,12.0,-2.0,0.22058823529411759,-0.03676470588235298,14.0,2014..2015,eng,West Ham v Hull,0,-0.09999999999999787,3,0,2,2,-1,12,2,-17,21,10,-4,4,2,-2,3,3,0,-1,3,0,-2,0,-18,7,25,-2,0,0,7,6,2,-1,0
Sun. 8 Feb.,West Ham Utd v Manchester Utd,24,-0.467741935483871,-4.0,5.0,-0.06700167504187604,0.0837520938023451,-7.0,2014..2015,eng,West Ham v Man Utd,1,1.7000000000000028,3,0,-11,-12,-17,-11,-6,1,-8,-6,0,0,5,-5,2,4,0,-2,4,0,1,0,1,-22,-23,-2,-1,0,0,1,0,1,0
Sat. 28 Feb.,West Ham Utd v Crystal Palace,27,0.1935483870967742,10.0,-7.0,0.14880952380952384,-0.1041666666666668,12.0,2014..2015,eng,West Ham v Crystal Palace,2,0.7000000000000028,-4,-4,78,-1,77,44,37,32,44,3,-1,1,7,-7,-4,-3,-1,1,-3,0,-2,0,63,63,0,2,-1,0,-6,-7,0,-1,-1
Wed. 4 Mar.,West Ham Utd v Chelsea,28,-0.6290322580645161,-20.0,10.0,-0.28818443804034577,0.14409221902017294,-24.0,2014..2015,eng,West Ham v Chelsea,2,1.5,0,1,-85,3,-83,-56,-29,-15,-51,-21,-2,2,-1,1,-2,-2,-1,-3,-1,0,4,0,-38,-94,-56,1,0,0,0,-2,0,-2,-1
Sat. 21 Mar.,West Ham Utd v Sunderland,30,-0.11290322580645161,16.0,-6.0,0.21680216802168017,-0.08130081300813008,13.0,2014..2015,eng,West Ham v Sunderland,0,0.8000000000000007,1,0,2,-21,15,21,18,65,-13,-13,4,-4,-4,4,0,1,0,20,2,0,0,0,55,6,-49,-1,0,0,-7,-8,3,-1,0
Sat. 11 Apr.,West Ham Utd v Stoke City,32,0.16129032258064516,6.0,0.0,0.07518796992481191,0.0,0.0,2014..2015,eng,West Ham v Stoke,1,0.8999999999999986,-1,-1,-121,-4,-116,-69,-70,-62,-53,-22,-5,5,-4,4,-1,-1,0,-10,0,0,-1,0,-85,-118,-33,4,1,0,9,6,-5,-3,1
Sat. 2 May.,West Ham Utd v Burnley,35,0.32258064516129037,16.0,-10.0,0.18411967779056393,-0.11507479861910236,18.0,2014..2015,eng,West Ham v Burnley,0,-0.5,2,1,90,-1,90,37,60,30,41,27,2,-2,-4,4,3,3,0,4,1,0,0,0,40,83,43,-4,2,-1,1,1,0,0,1
Sat. 16 May.,West Ham Utd v Everton,37,0.1290322580645161,-3.0,-5.0,-0.03275109170305668,-0.05458515283842791,3.0,2014..2015,eng,West Ham v Everton,2,1.0,2,2,-84,9,-73,-33,-44,-15,-16,-48,2,-2,-1,1,1,-1,0,9,-1,0,-1,0,-10,-85,-75,2,-1,0,-4,-3,2,1,0
Sun. 9 Aug.,Arsenal v West Ham Utd,1,0,0,0,0,0,0,2015..2016,eng,Arsenal v West Ham,2,0.6999999999999993,5,3,47,-22,58,26,25,35,32,-17,1,-1,2,-2,1,2,-1,11,4,0,1,0,84,72,-12,7,-3,0,-8,-1,5,7,-1
Mon. 24 Aug.,Arsenal v Liverpool,3,-0.33333333333333337,0.0,3.0,0.0,0.5555555555555555,-3.0,2015..2016,eng,Arsenal v Liverpool,1,2.8000000000000007,-7,-6,112,8,118,53,62,29,37,49,-4,4,4,-4,-6,-3,0,1,0,0,1,0,52,133,81,2,0,0,2,0,0,-2,0
Sat. 12 Sep.,Arsenal v Stoke City,5,0.6000000000000001,0.0,-2.0,0.0,-0.20202020202020204,5.0,2015..2016,eng,Arsenal v Stoke,0,-1.0999999999999979,10,5,218,2,210,123,106,86,134,11,7,-7,3,-3,7,4,1,9,5,0,-1,0,203,218,15,0,1,0,-2,2,4,4,1
Sun. 4 Oct.,Arsenal v Manchester Utd,8,-0.19354838709677413,-2.0,2.0,-0.106951871657754,0.106951871657754,-3.0,2015..2016,eng,Arsenal v Man Utd,0,0.3000000000000007,5,-2,-34,0,-33,-13,-25,-62,-37,61,0,0,0,0,5,3,2,-6,-1,0,0,0,-110,-1,109,7,-2,0,-6,1,6,7,3
Sat. 24 Oct.,Arsenal v Everton,10,0.6129032258064515,4.0,-4.0,0.15936254980079678,-0.15936254980079684,6.0,2015..2016,eng,Arsenal v Everton,0,-0.6999999999999993,4,0,48,0,55,24,20,15,47,-16,1,-1,1,-1,5,5,2,1,6,0,0,0,36,54,18,10,1,0,-5,-8,0,-3,1
Sun. 8 Nov.,Arsenal v Tottenham,12,0.09677419354838712,2.0,-1.0,0.065359477124183,-0.0326797385620915,5.0,2015..2016,eng,Arsenal v Tottenham,1,3.1000000000000014,-5,-1,49,8,35,23,25,48,7,-6,1,-1,1,-1,-3,-1,-1,2,0,0,0,0,44,50,6,6,0,0,10,7,-9,-3,-1
Sat. 5 Dec.,Arsenal v Sunderland,15,-0.3870967741935483,8.0,-14.0,0.20942408376963356,-0.3664921465968587,15.0,2015..2016,eng,Arsenal v Sunderland,0,-0.7999999999999972,1,0,221,-7,201,143,76,57,132,30,-1,1,0,0,-1,-1,1,-4,-2,0,0,0,155,212,57,-5,1,0,11,11,-4,0,2
Mon. 21 Dec.,Arsenal v Manchester City,17,0.19354838709677424,-3.0,-4.0,-0.07075471698113212,-0.09433962264150947,1.0,2015..2016,eng,Arsenal v Man City,0,-2.5,-5,-3,-106,-5,-102,-65,-42,-11,-85,-10,-3,3,6,-6,-5,-2,1,-2,0,0,3,0,-75,-99,-24,0,-1,0,4,1,-4,-3,2
Mon. 28 Dec.,Arsenal v Bournemouth,19,-0.2580645161290323,9.0,-14.0,0.1894736842105263,-0.29473684210526313,16.0,2015..2016,eng,Arsenal v Bournemouth,0,-2.5,4,1,117,-5,114,61,67,58,48,25,6,-6,0,0,5,6,1,16,4,0,0,0,106,129,23,-2,1,0,1,0,-2,-1,1
Sat. 2 Jan.,Arsenal v Newcastle Utd,20,0.5806451612903226,14.0,-16.0,0.2834008097165992,-0.32388663967611336,22.0,2015..2016,eng,Arsenal v Newcastle,0,0.7999999999999972,-2,-4,1,-15,-4,17,-6,14,-10,7,1,-1,0,0,2,0,0,0,1,0,0,0,31,4,-27,-8,-1,0,5,1,-3,-4,0
